SKU	Product ID	Reference Name	Type	Cleared For Sale	Wholesale Price Tier	Displayed Name	Description	Screenshot Path	Effective Date	End Date	Review Notes	Hosted Content Path
4	com.flashforceapp.rockiesalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.astrosdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.astrosaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.astrosalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsoxdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsoxaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsoxalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.redsoxalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.brewersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.brewersaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.brewersalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.brewersal2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.brewersalt4	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.indiansdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.indiansaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.indiansalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.indiansalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.royalsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.royalsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.royalsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.royalsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.stcardinalsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.stcardinalsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.stcardinalsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marinersdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marinersaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marinersalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marinersgreen	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.marinersblue	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.philliesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.philliesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.philliesalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.metsdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.metsaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.metsalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.metsalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.metsalt3	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bravesdefault	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bravesaway	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bravesalt1	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bravesalt2	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
4	com.flashforceapp.bravesalt3	Weirdamalgamation	Non-Consumable	yes	1	Weirdamalgamation	Flash Force pattern	/some/path	2015-11-01	None		
