SKU	Product ID	Reference Name	Type	Cleared For Sale	Wholesale Price Tier	Displayed Name	Description	Screenshot Path	Effective Date	End Date	Review Notes	Hosted Content Path
smarterappsflashforce	com.flashforceapp.columbuscrewhome	Club Soccer USA  Columbus Crew Home	Non-Consumable	yes	1	Club Soccer USA  Columbus Crew Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.dcunitedhome	Club Soccer USA  DC United Home	Non-Consumable	yes	1	Club Soccer USA  DC United Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.fcdallashome	Club Soccer USA  FC Dallas Home	Non-Consumable	yes	1	Club Soccer USA  FC Dallas Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.houstondynamohome	Club Soccer USA  Houston Dynamo Home	Non-Consumable	yes	1	Club Soccer USA  Houston Dynamo Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.kansascitysportinghome	Club Soccer USA  Kansas City Sporting Home	Non-Consumable	yes	1	Club Soccer USA  Kansas City Sporting Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.lagalaxyhome	Club Soccer USA  LA Galaxy Home	Non-Consumable	yes	1	Club Soccer USA  LA Galaxy Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.nymetrostarshome	Club Soccer USA  NY MetroStars Home	Non-Consumable	yes	1	Club Soccer USA  NY MetroStars Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.montrealimpacthome	Club Soccer USA  Montreal Impact Home	Non-Consumable	yes	1	Club Soccer USA  Montreal Impact Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.newenglandrevolutionhome	Club Soccer USA  New England Revolution Home	Non-Consumable	yes	1	Club Soccer USA  New England Revolution Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.newyorkredbullshome	Club Soccer USA  New York Red Bulls Home	Non-Consumable	yes	1	Club Soccer USA  New York Red Bulls Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.philadelphiaunionhome	Club Soccer USA  Philadelphia Union Home	Non-Consumable	yes	1	Club Soccer USA  Philadelphia Union Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
smarterappsflashforce	com.flashforceapp.portlandtimbershome	Club Soccer USA  Portland Timbers Home	Non-Consumable	yes	1	Club Soccer USA  Portland Timbers Home	Flash Force pattern	/Users/conradframe/Desktop/ffimages/purchaseExample.png	Now	None	Light pattern and timing combination for use in the Flash Force app	
